Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-result-status-index.json	1529	109	1	0	0	0	0	316	0	262	0	0	0	0	0	0	0	0	0	0	52	256	0	0	0	2	0	0
fsh-generated/resources/ValueSet-vs-reason-sample-cancelled-or-rejected.json	1446	5	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	13	153	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-revised-by-user-index.json	1655	134	0	0	0	0	0	314	0	288	0	0	0	0	0	0	0	0	0	0	79	242	0	0	0	1	0	1
fsh-generated/resources/Observation-HIVTestResultViralLoadLogExample.json	1057	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-funding-source.json	3688	292	0	0	0	0	0	1829	0	1899	0	0	0	0	0	0	0	1	0	0	355	1189	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-hiv-patient.json	3121	267	0	0	0	0	0	2292	0	2375	0	0	0	0	0	0	0	1	0	0	391	1449	0	0	0	6	0	1
fsh-generated/resources/ValueSet-vs-arv-adherence.json	734	4	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	10	157	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-viral-load-log.json	3715	395	0	0	0	0	0	3338	0	3114	0	0	0	0	0	0	0	1	0	0	612	1993	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-result-dispatched-to-facility.json	1442	87	0	0	0	0	0	2164	0	2167	0	0	1	0	0	0	0	1	0	0	408	1464	0	0	0	7	0	1
fsh-generated/resources/Observation-PatientPregnantExample.json	989	6	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-device-for-testing.json	1214	57	0	0	0	0	0	3044	0	2634	0	0	0	0	0	0	0	1	0	0	354	1649	0	0	0	6	1	1
fsh-generated/resources/Organization-FundingOrganizationExample.json	801	5	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-ARVRegimenMedicationRequestARVExample.json	772	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Bundle-VLSMSVLResult.json	46472	187	0	0	0	0	0	0	2	177	0	0	0	0	0	0	0	0	0	0	291	256	0	0	0	0	0	0
fsh-generated/resources/Observation-HIVPatientIsNewExample.json	754	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-arv-regimen-change.json	4002	347	1	0	0	0	0	3237	0	3164	0	0	0	0	0	0	0	2	0	0	551	1991	0	0	0	10	0	1
fsh-generated/resources/Observation-ARVAdherenceExample.json	932	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-task-approved-by-user-index.json	1658	122	0	0	0	0	0	288	0	267	0	0	0	0	0	0	0	0	0	0	47	175	0	0	0	2	0	0
fsh-generated/resources/Practitioner-RequestingPractitionerExample.json	529	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0
fsh-generated/resources/Task-HIVLabOrderCancellationTaskExample.json	1409	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-LabOrderTaskActivityExample.json	1134	15	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-HIVLabResultsDiagnosticReportExample.json	1396	8	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0
fsh-generated/resources/SpecimenDefinition-SpecimenConservationExample.json	809	7	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-result-entered-manually.json	1640	111	0	0	0	0	0	304	0	296	0	0	0	0	0	0	0	0	0	0	46	141	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-implementing-partner.json	3781	288	0	0	0	0	0	2025	0	1806	0	0	0	0	0	0	0	1	0	0	326	1022	0	0	0	6	0	1
fsh-generated/resources/Consent-ReceiveSMSMessagesExample.json	561	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-tested-by-user-index.json	1646	107	0	0	0	0	0	328	0	341	0	0	0	0	0	0	0	0	0	0	52	148	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-patient-age-years.json	1558	108	0	0	0	0	0	294	0	275	0	0	0	0	0	0	0	0	0	0	69	174	0	0	0	2	0	0
fsh-generated/resources/Organization-RequestingOrganizationExample.json	656	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hiv-patient-is-new.json	2787	239	1	0	0	0	0	2655	0	2386	0	0	0	0	0	0	0	1	0	0	525	1650	0	0	1	9	0	0
fsh-generated/resources/StructureDefinition-art-initiated.json	2690	216	0	0	0	0	0	2906	0	2743	0	0	0	0	0	0	0	1	0	0	530	1798	0	0	0	9	0	1
fsh-generated/resources/CarePlan-ARVTreatmentRegimenChangedExample.json	1211	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	14	8	0	0	0	0	0	0
fsh-generated/resources/Observation-ReasonForHIVTestingExample.json	1023	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0
fsh-generated/resources/ValueSet-vs-reason-for-assessment.json	1488	6	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	15	132	0	0	0	1	0	0
fsh-generated/resources/Observation-ARVRegimenChangeExample.json	1116	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	16	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-HIV-lab-order.json	4869	529	0	0	0	0	0	3527	0	3534	0	0	1	0	0	0	0	2	0	0	622	1870	0	0	0	10	0	1
fsh-generated/resources/Practitioner-ResultsInterpreterExample.json	525	5	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
fsh-generated/resources/Organization-HIVOrganizationExample.json	654	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
